ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A2H_061_Line_Y_500m,MOD17A2H_061_Sample_X_500m,MOD17A2H_061_Gpp_500m,MOD17A2H_061_Psn_QC_500m,MOD17A2H_061_Psn_QC_500m_bitmask,MOD17A2H_061_Psn_QC_500m_MODLAND,MOD17A2H_061_Psn_QC_500m_MODLAND_Description,MOD17A2H_061_Psn_QC_500m_Sensor,MOD17A2H_061_Psn_QC_500m_Sensor_Description,MOD17A2H_061_Psn_QC_500m_DeadDetector,MOD17A2H_061_Psn_QC_500m_DeadDetector_Description,MOD17A2H_061_Psn_QC_500m_CloudState,MOD17A2H_061_Psn_QC_500m_CloudState_Description,MOD17A2H_061_Psn_QC_500m_SCF_QC,MOD17A2H_061_Psn_QC_500m_SCF_QC_Description
mdadillo,45.25,-112.59,2021-09-22,h10v04,1140.0,176.0,0.0252,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-09-30,h10v04,1140.0,176.0,0.0165,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-10-08,h10v04,1140.0,176.0,0.0055,113.0,0b01110001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b011,Substandard due to other than geometry problems - use with caution
mdadillo,45.25,-112.59,2021-10-16,h10v04,1140.0,176.0,0.009,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-10-24,h10v04,1140.0,176.0,0.005,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-11-01,h10v04,1140.0,176.0,0.003,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-11-09,h10v04,1140.0,176.0,0.002,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdadillo,45.25,-112.59,2021-11-17,h10v04,1140.0,176.0,0.0007,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdadillo,45.25,-112.59,2021-11-25,h10v04,1140.0,176.0,0.002,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-12-03,h10v04,1140.0,176.0,0.0004,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2021-12-11,h10v04,1140.0,176.0,0.0005,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdadillo,45.25,-112.59,2021-12-19,h10v04,1140.0,176.0,0.0,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdadillo,45.25,-112.59,2021-12-27,h10v04,1140.0,176.0,0.0,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-01-01,h10v04,1140.0,176.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
mdadillo,45.25,-112.59,2022-01-09,h10v04,1140.0,176.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
mdadillo,45.25,-112.59,2022-01-17,h10v04,1140.0,176.0,0.0,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-01-25,h10v04,1140.0,176.0,0.0,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdadillo,45.25,-112.59,2022-02-02,h10v04,1140.0,176.0,0.0,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdadillo,45.25,-112.59,2022-02-10,h10v04,1140.0,176.0,0.0004,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-02-18,h10v04,1140.0,176.0,0.0,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-02-26,h10v04,1140.0,176.0,0.0007,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-03-06,h10v04,1140.0,176.0,0.0007,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
mdadillo,45.25,-112.59,2022-03-14,h10v04,1140.0,176.0,0.0022,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-03-22,h10v04,1140.0,176.0,0.0047,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdadillo,45.25,-112.59,2022-03-30,h10v04,1140.0,176.0,0.0022,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-04-07,h10v04,1140.0,176.0,0.0012,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-04-15,h10v04,1140.0,176.0,0.0027,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdadillo,45.25,-112.59,2022-04-23,h10v04,1140.0,176.0,0.006,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdadillo,45.25,-112.59,2022-05-01,h10v04,1140.0,176.0,0.0069,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-05-09,h10v04,1140.0,176.0,0.0114,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdadillo,45.25,-112.59,2022-05-17,h10v04,1140.0,176.0,0.0126,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-01-01,h10v04,1089.0,874.0,0.0009,81.0,0b01010001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b010,Substandard due to geometry problems - use with caution
mdaedgar,45.46,-108.86,2021-01-09,h10v04,1089.0,874.0,0.0013,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-01-17,h10v04,1089.0,874.0,0.0007,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-01-25,h10v04,1089.0,874.0,0.0008,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-02-02,h10v04,1089.0,874.0,0.0006,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-02-10,h10v04,1089.0,874.0,0.0,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
mdaedgar,45.46,-108.86,2021-02-18,h10v04,1089.0,874.0,0.0004,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-02-26,h10v04,1089.0,874.0,0.0018,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-03-06,h10v04,1089.0,874.0,0.0046,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-03-14,h10v04,1089.0,874.0,0.0042,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-03-22,h10v04,1089.0,874.0,0.0026,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-03-30,h10v04,1089.0,874.0,0.0064,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-04-07,h10v04,1089.0,874.0,0.0059,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-04-15,h10v04,1089.0,874.0,0.0053,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-04-23,h10v04,1089.0,874.0,0.0099,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2021-05-01,h10v04,1089.0,874.0,0.0172,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-05-09,h10v04,1089.0,874.0,0.0235,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-05-17,h10v04,1089.0,874.0,0.0258,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-05-25,h10v04,1089.0,874.0,0.0443,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-06-02,h10v04,1089.0,874.0,0.0569,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-06-10,h10v04,1089.0,874.0,0.0482,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-06-18,h10v04,1089.0,874.0,0.0613,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-06-26,h10v04,1089.0,874.0,0.0511,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-07-04,h10v04,1089.0,874.0,0.04,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-07-12,h10v04,1089.0,874.0,0.0315,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-07-20,h10v04,1089.0,874.0,0.0221,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-07-28,h10v04,1089.0,874.0,0.018,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-08-05,h10v04,1089.0,874.0,0.0261,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-08-13,h10v04,1089.0,874.0,0.0155,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-08-21,h10v04,1089.0,874.0,0.0257,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-08-29,h10v04,1089.0,874.0,0.0303,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-09-06,h10v04,1089.0,874.0,0.0256,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-09-14,h10v04,1089.0,874.0,0.018,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-09-22,h10v04,1089.0,874.0,0.0186,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-09-30,h10v04,1089.0,874.0,0.0172,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-10-08,h10v04,1089.0,874.0,0.0081,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2021-10-16,h10v04,1089.0,874.0,0.0105,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-10-24,h10v04,1089.0,874.0,0.0065,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-11-01,h10v04,1089.0,874.0,0.005,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-11-09,h10v04,1089.0,874.0,0.003,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-11-17,h10v04,1089.0,874.0,0.0025,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-11-25,h10v04,1089.0,874.0,0.0028,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdaedgar,45.46,-108.86,2021-12-03,h10v04,1089.0,874.0,0.0003,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2021-12-11,h10v04,1089.0,874.0,0.0006,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdaedgar,45.46,-108.86,2021-12-19,h10v04,1089.0,874.0,0.0007,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2021-12-27,h10v04,1089.0,874.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
mdaedgar,45.46,-108.86,2022-01-01,h10v04,1089.0,874.0,0.0002,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-01-09,h10v04,1089.0,874.0,0.0011,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-01-17,h10v04,1089.0,874.0,0.0014,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-01-25,h10v04,1089.0,874.0,0.0014,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-02-02,h10v04,1089.0,874.0,0.0015,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-02-10,h10v04,1089.0,874.0,0.0006,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-02-18,h10v04,1089.0,874.0,0.0005,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-02-26,h10v04,1089.0,874.0,0.0022,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
mdaedgar,45.46,-108.86,2022-03-06,h10v04,1089.0,874.0,0.0031,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-03-14,h10v04,1089.0,874.0,0.0035,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-03-22,h10v04,1089.0,874.0,0.005,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-03-30,h10v04,1089.0,874.0,0.0035,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-04-07,h10v04,1089.0,874.0,0.004,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-04-15,h10v04,1089.0,874.0,0.0035,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
mdaedgar,45.46,-108.86,2022-04-23,h10v04,1089.0,874.0,0.0075,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-05-01,h10v04,1089.0,874.0,0.0122,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-05-09,h10v04,1089.0,874.0,0.0111,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdaedgar,45.46,-108.86,2022-05-17,h10v04,1089.0,874.0,0.0258,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdafroid,48.35,-104.48,2021-01-01,h11v04,396.0,135.0,0.0001,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
mdafroid,48.35,-104.48,2021-01-09,h11v04,396.0,135.0,0.0002,81.0,0b01010001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b010,Substandard due to geometry problems - use with caution
mdafroid,48.35,-104.48,2021-01-17,h11v04,396.0,135.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
mdafroid,48.35,-104.48,2021-01-25,h11v04,396.0,135.0,0.0,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
mdafroid,48.35,-104.48,2021-02-02,h11v04,396.0,135.0,0.0001,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
mdafroid,48.35,-104.48,2021-02-10,h11v04,396.0,135.0,0.0,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
mdafroid,48.35,-104.48,2021-02-18,h11v04,396.0,135.0,0.0008,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdafroid,48.35,-104.48,2021-02-26,h11v04,396.0,135.0,0.0022,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdafroid,48.35,-104.48,2021-03-06,h11v04,396.0,135.0,0.0026,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdafroid,48.35,-104.48,2021-03-14,h11v04,396.0,135.0,0.0025,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdafroid,48.35,-104.48,2021-03-22,h11v04,396.0,135.0,0.002,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
mdafroid,48.35,-104.48,2021-03-30,h11v04,396.0,135.0,0.0034,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
