ID,Latitude,Longitude,Date,MODIS_Tile,MYD17A2H_061_Line_Y_500m,MYD17A2H_061_Sample_X_500m,MYD17A2H_061_Gpp_500m,MYD17A2H_061_Psn_QC_500m,MYD17A2H_061_Psn_QC_500m_bitmask,MYD17A2H_061_Psn_QC_500m_MODLAND,MYD17A2H_061_Psn_QC_500m_MODLAND_Description,MYD17A2H_061_Psn_QC_500m_Sensor,MYD17A2H_061_Psn_QC_500m_Sensor_Description,MYD17A2H_061_Psn_QC_500m_DeadDetector,MYD17A2H_061_Psn_QC_500m_DeadDetector_Description,MYD17A2H_061_Psn_QC_500m_CloudState,MYD17A2H_061_Psn_QC_500m_CloudState_Description,MYD17A2H_061_Psn_QC_500m_SCF_QC,MYD17A2H_061_Psn_QC_500m_SCF_QC_Description
conradmt,48.31,-111.93,2022-04-15,h10v04,405.0,1333.0,0.0016,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
conradmt,48.31,-111.93,2022-04-23,h10v04,405.0,1333.0,0.0043,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
conradmt,48.31,-111.93,2022-05-01,h10v04,405.0,1333.0,0.0086,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
conradmt,48.31,-111.93,2022-05-09,h10v04,405.0,1333.0,0.0102,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
conradmt,48.31,-111.93,2022-05-17,h10v04,405.0,1333.0,0.0116,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2021-01-01,h10v04,880.0,292.0,0.0004,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-01-09,h10v04,880.0,292.0,0.0003,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-01-17,h10v04,880.0,292.0,0.0001,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-01-25,h10v04,880.0,292.0,0.0001,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-02-02,h10v04,880.0,292.0,0.0003,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2021-02-10,h10v04,880.0,292.0,0.0,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
corvalli,46.33,-114.09,2021-02-18,h10v04,880.0,292.0,0.0003,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2021-02-26,h10v04,880.0,292.0,0.0008,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-03-06,h10v04,880.0,292.0,0.0005,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-03-14,h10v04,880.0,292.0,0.003,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-03-22,h10v04,880.0,292.0,0.0015,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-03-30,h10v04,880.0,292.0,0.0077,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-04-07,h10v04,880.0,292.0,0.0027,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-04-15,h10v04,880.0,292.0,0.0102,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-04-23,h10v04,880.0,292.0,0.0199,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2021-05-01,h10v04,880.0,292.0,0.0219,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-05-09,h10v04,880.0,292.0,0.0283,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-05-17,h10v04,880.0,292.0,0.0256,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-05-25,h10v04,880.0,292.0,0.0456,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-06-02,h10v04,880.0,292.0,0.07,34.0,0b00100010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
corvalli,46.33,-114.09,2021-06-10,h10v04,880.0,292.0,0.0669,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-06-18,h10v04,880.0,292.0,0.0663,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-06-26,h10v04,880.0,292.0,0.0621,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-07-04,h10v04,880.0,292.0,0.0575,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-07-12,h10v04,880.0,292.0,0.0489,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-07-20,h10v04,880.0,292.0,0.0469,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-07-28,h10v04,880.0,292.0,0.0454,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-08-05,h10v04,880.0,292.0,0.0497,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-08-13,h10v04,880.0,292.0,0.0353,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-08-21,h10v04,880.0,292.0,0.0376,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-08-29,h10v04,880.0,292.0,0.0503,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-09-06,h10v04,880.0,292.0,0.0374,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-09-14,h10v04,880.0,292.0,0.0277,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-09-22,h10v04,880.0,292.0,0.028,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-09-30,h10v04,880.0,292.0,0.0208,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-10-08,h10v04,880.0,292.0,0.0074,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-10-16,h10v04,880.0,292.0,0.0116,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-10-24,h10v04,880.0,292.0,0.0064,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-11-01,h10v04,880.0,292.0,0.0051,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-11-09,h10v04,880.0,292.0,0.0041,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
corvalli,46.33,-114.09,2021-11-17,h10v04,880.0,292.0,0.0016,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2021-11-25,h10v04,880.0,292.0,0.0021,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2021-12-03,h10v04,880.0,292.0,0.0011,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
corvalli,46.33,-114.09,2021-12-11,h10v04,880.0,292.0,0.0002,67.0,0b01000011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
corvalli,46.33,-114.09,2021-12-19,h10v04,880.0,292.0,0.0002,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
corvalli,46.33,-114.09,2021-12-27,h10v04,880.0,292.0,0.0,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
corvalli,46.33,-114.09,2022-01-01,h10v04,880.0,292.0,0.0001,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
corvalli,46.33,-114.09,2022-01-09,h10v04,880.0,292.0,0.0003,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
corvalli,46.33,-114.09,2022-01-17,h10v04,880.0,292.0,0.0002,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2022-01-25,h10v04,880.0,292.0,0.0,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2022-02-02,h10v04,880.0,292.0,0.0004,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2022-02-10,h10v04,880.0,292.0,0.0012,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2022-02-18,h10v04,880.0,292.0,0.0005,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2022-02-26,h10v04,880.0,292.0,0.002,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2022-03-06,h10v04,880.0,292.0,0.0011,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2022-03-14,h10v04,880.0,292.0,0.0018,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2022-03-22,h10v04,880.0,292.0,0.0084,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2022-04-15,h10v04,880.0,292.0,0.0047,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
corvalli,46.33,-114.09,2022-04-23,h10v04,880.0,292.0,0.0105,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2022-05-01,h10v04,880.0,292.0,0.0147,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
corvalli,46.33,-114.09,2022-05-09,h10v04,880.0,292.0,0.0204,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
corvalli,46.33,-114.09,2022-05-17,h10v04,880.0,292.0,0.0224,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
crowagen,45.59,-107.44,2021-01-01,h10v04,1058.0,1155.0,0.0004,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-01-09,h10v04,1058.0,1155.0,0.0008,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
crowagen,45.59,-107.44,2021-01-17,h10v04,1058.0,1155.0,0.0005,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
crowagen,45.59,-107.44,2021-01-25,h10v04,1058.0,1155.0,0.0009,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-02-02,h10v04,1058.0,1155.0,0.0005,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
crowagen,45.59,-107.44,2021-02-10,h10v04,1058.0,1155.0,0.0,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
crowagen,45.59,-107.44,2021-02-18,h10v04,1058.0,1155.0,0.0019,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
crowagen,45.59,-107.44,2021-02-26,h10v04,1058.0,1155.0,0.0044,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
crowagen,45.59,-107.44,2021-03-06,h10v04,1058.0,1155.0,0.003,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-03-14,h10v04,1058.0,1155.0,0.0049,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-03-22,h10v04,1058.0,1155.0,0.0058,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-03-30,h10v04,1058.0,1155.0,0.0078,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-04-07,h10v04,1058.0,1155.0,0.0091,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-04-15,h10v04,1058.0,1155.0,0.0085,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-04-23,h10v04,1058.0,1155.0,0.0154,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-05-01,h10v04,1058.0,1155.0,0.0251,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-05-09,h10v04,1058.0,1155.0,0.0286,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-05-17,h10v04,1058.0,1155.0,0.0347,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-05-25,h10v04,1058.0,1155.0,0.0359,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-06-02,h10v04,1058.0,1155.0,0.0282,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-06-10,h10v04,1058.0,1155.0,0.0181,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-06-18,h10v04,1058.0,1155.0,0.0163,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-06-26,h10v04,1058.0,1155.0,0.0139,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-07-04,h10v04,1058.0,1155.0,0.0119,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-07-12,h10v04,1058.0,1155.0,0.0085,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-07-20,h10v04,1058.0,1155.0,0.0067,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-07-28,h10v04,1058.0,1155.0,0.007,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-08-05,h10v04,1058.0,1155.0,0.0109,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-08-13,h10v04,1058.0,1155.0,0.0057,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-08-21,h10v04,1058.0,1155.0,0.0094,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-08-29,h10v04,1058.0,1155.0,0.0125,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-09-06,h10v04,1058.0,1155.0,0.0113,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-09-14,h10v04,1058.0,1155.0,0.0101,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-09-22,h10v04,1058.0,1155.0,0.0077,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-09-30,h10v04,1058.0,1155.0,0.0068,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-10-08,h10v04,1058.0,1155.0,0.0031,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-10-16,h10v04,1058.0,1155.0,0.0057,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-10-24,h10v04,1058.0,1155.0,0.0041,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-11-01,h10v04,1058.0,1155.0,0.0051,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
crowagen,45.59,-107.44,2021-11-09,h10v04,1058.0,1155.0,0.0048,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
crowagen,45.59,-107.44,2021-11-17,h10v04,1058.0,1155.0,0.0028,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
